club_name,club_logo_url,nationality_name,nation_flag_url
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Slovenia,https://cdn.sofifa.net/flags/si.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,France,https://cdn.sofifa.net/flags/fr.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,France,https://cdn.sofifa.net/flags/fr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,France,https://cdn.sofifa.net/flags/fr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Egypt,https://cdn.sofifa.net/flags/eg.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Costa Rica,https://cdn.sofifa.net/flags/cr.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Norway,https://cdn.sofifa.net/flags/no.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,France,https://cdn.sofifa.net/flags/fr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Lazio,https://cdn.sofifa.net/teams/46/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,France,https://cdn.sofifa.net/flags/fr.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Slovenia,https://cdn.sofifa.net/flags/si.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Germany,https://cdn.sofifa.net/flags/de.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Spain,https://cdn.sofifa.net/flags/es.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Villarreal CF,https://cdn.sofifa.net/teams/483/60.png,Spain,https://cdn.sofifa.net/flags/es.png
VfL Wolfsburg,https://cdn.sofifa.net/teams/175/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Napoli,https://cdn.sofifa.net/teams/48/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Napoli,https://cdn.sofifa.net/teams/48/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,France,https://cdn.sofifa.net/flags/fr.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Algeria,https://cdn.sofifa.net/flags/dz.png
Villarreal CF,https://cdn.sofifa.net/teams/483/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Spain,https://cdn.sofifa.net/flags/es.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,France,https://cdn.sofifa.net/flags/fr.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Real Sociedad,https://cdn.sofifa.net/teams/457/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Italy,https://cdn.sofifa.net/flags/it.png
RB Leipzig,https://cdn.sofifa.net/teams/112172/60.png,Hungary,https://cdn.sofifa.net/flags/hu.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Arsenal,https://cdn.sofifa.net/teams/1/60.png,Gabon,https://cdn.sofifa.net/flags/ga.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,France,https://cdn.sofifa.net/flags/fr.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Italy,https://cdn.sofifa.net/flags/it.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Lazio,https://cdn.sofifa.net/teams/46/60.png,Serbia,https://cdn.sofifa.net/flags/rs.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png
Real Sociedad,https://cdn.sofifa.net/teams/457/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Morocco,https://cdn.sofifa.net/flags/ma.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,Sweden,https://cdn.sofifa.net/flags/se.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Spain,https://cdn.sofifa.net/flags/es.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Napoli,https://cdn.sofifa.net/teams/48/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
RC Celta de Vigo,https://cdn.sofifa.net/teams/450/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Austria,https://cdn.sofifa.net/flags/at.png
Lazio,https://cdn.sofifa.net/teams/46/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Ajax,https://cdn.sofifa.net/teams/245/60.png,Serbia,https://cdn.sofifa.net/flags/rs.png
AS Monaco,https://cdn.sofifa.net/teams/69/60.png,France,https://cdn.sofifa.net/flags/fr.png
Everton,https://cdn.sofifa.net/teams/7/60.png,France,https://cdn.sofifa.net/flags/fr.png
Atalanta,https://cdn.sofifa.net/teams/39/60.png,Slovenia,https://cdn.sofifa.net/flags/si.png
Aston Villa,https://cdn.sofifa.net/teams/2/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Montenegro,https://cdn.sofifa.net/flags/me.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Austria,https://cdn.sofifa.net/flags/at.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/60.png,Serbia,https://cdn.sofifa.net/flags/rs.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Morocco,https://cdn.sofifa.net/flags/ma.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Germany,https://cdn.sofifa.net/flags/de.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,France,https://cdn.sofifa.net/flags/fr.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Real Betis Balompié,https://cdn.sofifa.net/teams/449/60.png,France,https://cdn.sofifa.net/flags/fr.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
RB Leipzig,https://cdn.sofifa.net/teams/112172/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,France,https://cdn.sofifa.net/flags/fr.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Los Angeles FC,https://cdn.sofifa.net/teams/112996/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Villarreal CF,https://cdn.sofifa.net/teams/483/60.png,Spain,https://cdn.sofifa.net/flags/es.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png
Olympique Lyonnais,https://cdn.sofifa.net/teams/66/60.png,Germany,https://cdn.sofifa.net/flags/de.png
,,Belgium,https://cdn.sofifa.net/flags/be.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Al Ahli,https://cdn.sofifa.net/teams/112387/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Real Betis Balompié,https://cdn.sofifa.net/teams/449/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/60.png,Finland,https://cdn.sofifa.net/flags/fi.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Arsenal,https://cdn.sofifa.net/teams/1/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Napoli,https://cdn.sofifa.net/teams/48/60.png,Greece,https://cdn.sofifa.net/flags/gr.png
Roma,https://cdn.sofifa.net/teams/52/60.png,Armenia,https://cdn.sofifa.net/flags/am.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Liverpool,https://cdn.sofifa.net/teams/9/60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png
Sporting CP,https://cdn.sofifa.net/teams/237/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Lazio,https://cdn.sofifa.net/teams/46/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Everton,https://cdn.sofifa.net/teams/7/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
AS Monaco,https://cdn.sofifa.net/teams/69/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Roma,https://cdn.sofifa.net/teams/52/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Burnley,https://cdn.sofifa.net/teams/1796/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Everton,https://cdn.sofifa.net/teams/7/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
Arsenal,https://cdn.sofifa.net/teams/1/60.png,Ghana,https://cdn.sofifa.net/flags/gh.png
Valencia CF,https://cdn.sofifa.net/teams/461/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,France,https://cdn.sofifa.net/flags/fr.png
Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Atalanta,https://cdn.sofifa.net/teams/39/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
RB Leipzig,https://cdn.sofifa.net/teams/112172/60.png,Spain,https://cdn.sofifa.net/flags/es.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,France,https://cdn.sofifa.net/flags/fr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Spain,https://cdn.sofifa.net/flags/es.png
VfL Wolfsburg,https://cdn.sofifa.net/teams/175/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Atalanta,https://cdn.sofifa.net/teams/39/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Real Sociedad,https://cdn.sofifa.net/teams/457/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,France,https://cdn.sofifa.net/flags/fr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,France,https://cdn.sofifa.net/flags/fr.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Grêmio,https://cdn.sofifa.net/teams/1629/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Manchester City,https://cdn.sofifa.net/teams/10/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,France,https://cdn.sofifa.net/flags/fr.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,France,https://cdn.sofifa.net/flags/fr.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
FC Porto,https://cdn.sofifa.net/teams/236/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Villarreal CF,https://cdn.sofifa.net/teams/483/60.png,Spain,https://cdn.sofifa.net/flags/es.png
West Ham United,https://cdn.sofifa.net/teams/19/60.png,Poland,https://cdn.sofifa.net/flags/pl.png
Genoa,https://cdn.sofifa.net/teams/110556/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png
Roma,https://cdn.sofifa.net/teams/52/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Al Shabab,https://cdn.sofifa.net/teams/111674/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Beşiktaş JK,https://cdn.sofifa.net/teams/327/60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png
Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Borussia Mönchengladbach,https://cdn.sofifa.net/teams/23/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Shanghai Port FC,https://cdn.sofifa.net/teams/112540/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/60.png,Germany,https://cdn.sofifa.net/flags/de.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Denmark,https://cdn.sofifa.net/flags/dk.png
Ajax,https://cdn.sofifa.net/teams/245/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
PSV,https://cdn.sofifa.net/teams/247/60.png,Germany,https://cdn.sofifa.net/flags/de.png
West Ham United,https://cdn.sofifa.net/teams/19/60.png,France,https://cdn.sofifa.net/flags/fr.png
FC Porto,https://cdn.sofifa.net/teams/236/60.png,Mexico,https://cdn.sofifa.net/flags/mx.png
Arsenal,https://cdn.sofifa.net/teams/1/60.png,France,https://cdn.sofifa.net/flags/fr.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Senegal,https://cdn.sofifa.net/flags/sn.png
PFC CSKA Moscow,https://cdn.sofifa.net/teams/315/60.png,Russia,https://cdn.sofifa.net/flags/ru.png
TSG Hoffenheim,https://cdn.sofifa.net/teams/10029/60.png,Germany,https://cdn.sofifa.net/flags/de.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Real Madrid CF,https://cdn.sofifa.net/teams/243/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Crystal Palace,https://cdn.sofifa.net/teams/1799/60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png
Atalanta,https://cdn.sofifa.net/teams/39/60.png,Colombia,https://cdn.sofifa.net/flags/co.png
Olympique Lyonnais,https://cdn.sofifa.net/teams/66/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Levante Unión Deportiva,https://cdn.sofifa.net/teams/1853/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Valencia CF,https://cdn.sofifa.net/teams/461/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Roma,https://cdn.sofifa.net/teams/52/60.png,France,https://cdn.sofifa.net/flags/fr.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Belgium,https://cdn.sofifa.net/flags/be.png
Paris Saint-Germain,https://cdn.sofifa.net/teams/73/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Real Sociedad,https://cdn.sofifa.net/teams/457/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Inter,https://cdn.sofifa.net/teams/44/60.png,Turkey,https://cdn.sofifa.net/flags/tr.png
Borussia Dortmund,https://cdn.sofifa.net/teams/22/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Chelsea,https://cdn.sofifa.net/teams/5/60.png,Spain,https://cdn.sofifa.net/flags/es.png
Atalanta,https://cdn.sofifa.net/teams/39/60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Morocco,https://cdn.sofifa.net/flags/ma.png
SL Benfica,https://cdn.sofifa.net/teams/234/60.png,Spain,https://cdn.sofifa.net/flags/es.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,Italy,https://cdn.sofifa.net/flags/it.png
U.S. Sassuolo Calcio,https://cdn.sofifa.net/teams/111974/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Ajax,https://cdn.sofifa.net/teams/245/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
Tottenham Hotspur,https://cdn.sofifa.net/teams/18/60.png,Italy,https://cdn.sofifa.net/flags/it.png
FC Bayern München,https://cdn.sofifa.net/teams/21/60.png,Germany,https://cdn.sofifa.net/flags/de.png
Manchester United,https://cdn.sofifa.net/teams/11/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Al Nassr,https://cdn.sofifa.net/teams/112139/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
Atlético de Madrid,https://cdn.sofifa.net/teams/240/60.png,Argentina,https://cdn.sofifa.net/flags/ar.png
SL Benfica,https://cdn.sofifa.net/teams/234/60.png,Portugal,https://cdn.sofifa.net/flags/pt.png
Sevilla FC,https://cdn.sofifa.net/teams/481/60.png,Brazil,https://cdn.sofifa.net/flags/br.png
AC Milan,https://cdn.sofifa.net/teams/47/60.png,Croatia,https://cdn.sofifa.net/flags/hr.png
FC Barcelona,https://cdn.sofifa.net/teams/241/60.png,France,https://cdn.sofifa.net/flags/fr.png
Leicester City,https://cdn.sofifa.net/teams/95/60.png,England,https://cdn.sofifa.net/flags/gb-eng.png
Juventus,https://cdn.sofifa.net/teams/45/60.png,Italy,https://cdn.sofifa.net/flags/it.png
Arsenal,https://cdn.sofifa.net/teams/1/60.png,Norway,https://cdn.sofifa.net/flags/no.png
